ID;Gender;Ever_Married;Age;Graduated;Profession;Work_Experience;Spending_Score;Family_Size;Set
463799;Female;No;41;Yes;Artist;0.0;Low;4.0;Train
464259;Male;Yes;59;Yes;Artist;1.0;Average;4.0;Train
467159;Female;Yes;39;Yes;Homemaker;8.0;High;2.0;Train
460669;Male;;48;Yes;Executive;0.0;Low;2.0;Train
462003;Male;Yes;79;No;Lawyer;9.0;Low;3.0;Train
461216;Female;No;43;No;;;Low;;Train
464298;Male;No;26;No;Doctor;1.0;Low;1.0;Train
465039;Female;Yes;88;No;Lawyer;0.0;High;2.0;Train
467973;Female;Yes;66;Yes;Engineer;0.0;Average;3.0;Train
467731;Male;Yes;56;Yes;Artist;;Average;4.0;Train
461721;Male;No;26;Yes;Entertainment;7.0;Low;5.0;Train
463166;Female;No;41;Yes;Artist;1.0;Low;1.0;Train
465944;Female;Yes;36;No;Engineer;4.0;High;3.0;Train
461061;Female;No;38;Yes;Engineer;3.0;Low;1.0;Train
463010;Male;Yes;81;No;Executive;0.0;Low;1.0;Train
464756;Female;No;25;No;Engineer;5.0;Low;3.0;Train
467366;Male;No;42;Yes;Artist;;Low;1.0;Train
464006;Male;No;32;No;Healthcare;0.0;Low;5.0;Train
461206;Male;No;28;Yes;Healthcare;9.0;Low;1.0;Train
466216;Male;No;29;No;Entertainment;1.0;Low;4.0;Train
463690;Female;No;28;No;Healthcare;7.0;Low;4.0;Train
465929;Male;No;26;Yes;Healthcare;8.0;Low;5.0;Train
461736;Male;Yes;47;Yes;Entertainment;1.0;Average;4.0;Train
460402;Female;Yes;50;Yes;Doctor;1.0;Low;2.0;Train
467367;Male;Yes;70;Yes;Lawyer;1.0;Low;2.0;Train
464770;Female;No;38;No;Engineer;;Low;1.0;Train
464918;Male;No;39;No;Artist;1.0;Low;1.0;Train
461639;Male;Yes;60;Yes;Artist;0.0;Average;2.0;Train
464254;Male;Yes;63;Yes;Entertainment;0.0;Average;3.0;Train
462579;Female;Yes;68;No;Lawyer;1.0;Low;2.0;Train
466976;Male;Yes;47;Yes;Artist;0.0;Low;1.0;Train
467079;Male;Yes;40;Yes;Artist;1.0;Low;2.0;Train
467724;Male;Yes;46;No;Artist;1.0;High;3.0;Train
459792;Male;Yes;42;Yes;Artist;6.0;Low;3.0;Train
464789;Female;Yes;48;Yes;Artist;0.0;Average;5.0;Train
467143;Female;No;53;No;Lawyer;1.0;Low;3.0;Train
464370;Male;Yes;65;Yes;Entertainment;0.0;Average;2.0;Train
459415;Male;No;26;No;Doctor;0.0;Low;4.0;Train
459387;Male;No;35;Yes;Doctor;0.0;Low;1.0;Train
467895;Female;No;27;Yes;Healthcare;0.0;Low;4.0;Train
459838;Female;Yes;86;No;Lawyer;0.0;High;2.0;Train
463695;Female;No;30;Yes;Doctor;1.0;Low;4.0;Train
464512;Male;Yes;43;No;Executive;8.0;Low;3.0;Train
467419;Female;Yes;38;Yes;Artist;4.0;Low;1.0;Train
462511;Female;Yes;66;Yes;Lawyer;1.0;High;2.0;Train
464124;Female;Yes;74;Yes;Doctor;1.0;Low;2.0;Train
459638;Male;No;25;Yes;Healthcare;;Low;;Train
466194;Male;Yes;89;No;Lawyer;0.0;Low;1.0;Train
461807;Male;No;30;Yes;Doctor;10.0;Low;4.0;Train
460456;Male;Yes;33;No;Executive;0.0;High;5.0;Train
462932;Female;Yes;37;Yes;Homemaker;3.0;High;3.0;Train
461297;Male;Yes;69;No;Lawyer;0.0;High;2.0;Train
464430;Female;Yes;51;Yes;Engineer;6.0;Average;2.0;Train
459416;Male;No;19;No;Artist;10.0;Low;3.0;Train
464743;Male;Yes;45;Yes;Entertainment;0.0;Average;2.0;Train
466276;Female;No;32;No;Doctor;0.0;Low;5.0;Train
467829;Female;No;22;No;Doctor;3.0;Low;4.0;Train
463813;Female;No;26;No;Engineer;1.0;Low;6.0;Train
461733;Female;Yes;43;Yes;Artist;0.0;High;3.0;Train
466925;Male;No;19;No;Healthcare;7.0;Low;2.0;Train
467846;Male;Yes;48;Yes;Artist;1.0;Average;3.0;Train
459596;Female;Yes;61;Yes;Doctor;1.0;Average;2.0;Train
460597;Female;No;20;No;Marketing;1.0;Low;2.0;Train
467788;Male;No;22;No;Healthcare;0.0;Low;4.0;Train
467966;Female;No;31;Yes;Entertainment;9.0;Low;3.0;Train
464503;Male;No;25;Yes;Artist;9.0;Low;3.0;Train
460242;Male;Yes;41;Yes;Healthcare;8.0;Low;3.0;Train
467014;Male;Yes;36;Yes;Executive;9.0;High;3.0;Train
466637;Male;Yes;48;Yes;Artist;1.0;High;5.0;Train
462553;Male;No;27;No;Artist;1.0;Low;1.0;Train
459287;Male;No;35;Yes;Lawyer;1.0;Low;1.0;Train
464074;Female;Yes;39;Yes;Doctor;0.0;Average;3.0;Train
463734;Male;Yes;38;No;Executive;0.0;Average;3.0;Train
466575;Female;Yes;57;Yes;Artist;7.0;Average;3.0;Train
459193;Male;No;38;Yes;Artist;1.0;Low;1.0;Train
462143;Male;Yes;80;No;Artist;1.0;Low;2.0;Train
467700;Male;Yes;57;Yes;Entertainment;;Average;2.0;Train
467140;Male;Yes;61;Yes;Entertainment;9.0;Average;2.0;Train
463356;Male;No;29;Yes;Healthcare;5.0;Low;4.0;Train
466797;Female;No;23;No;Healthcare;1.0;Low;4.0;Train
459234;Female;Yes;83;No;Lawyer;1.0;Low;1.0;Train
460442;Male;Yes;37;Yes;Entertainment;0.0;Average;3.0;Train
463901;Male;Yes;35;No;Artist;0.0;Low;6.0;Train
465494;Male;Yes;41;Yes;Doctor;9.0;Average;2.0;Train
461552;Female;Yes;38;Yes;Artist;;Average;2.0;Train
459239;Male;Yes;81;No;Entertainment;1.0;Low;1.0;Train
466379;Female;Yes;58;Yes;Homemaker;2.0;Low;1.0;Train
464759;Female;No;38;No;Engineer;8.0;Low;1.0;Train
461994;Male;Yes;18;No;Doctor;10.0;Low;2.0;Train
461802;Male;No;37;Yes;Artist;1.0;Low;4.0;Train
462527;Male;Yes;43;No;Artist;4.0;Average;2.0;Train
461800;Female;No;36;Yes;Doctor;4.0;Low;1.0;Train
460933;Female;Yes;76;Yes;Lawyer;0.0;High;2.0;Train
460189;Male;No;33;No;Entertainment;14.0;Low;1.0;Train
459031;Male;Yes;43;No;Executive;1.0;High;5.0;Train
464673;Male;Yes;47;No;Executive;1.0;High;7.0;Train
459101;Male;Yes;81;No;Lawyer;8.0;Low;2.0;Train
460136;Male;No;27;Yes;Artist;10.0;Low;3.0;Train
460973;Male;No;29;No;Entertainment;1.0;Low;5.0;Train
460187;Female;No;38;Yes;Doctor;4.0;Low;3.0;Train
460679;Female;No;19;;Healthcare;9.0;Low;4.0;Train
459700;Male;Yes;37;Yes;Executive;0.0;Average;5.0;Train
464787;Male;No;47;No;Entertainment;1.0;Low;1.0;Train
467201;Female;No;33;Yes;Engineer;;Low;5.0;Train
462614;Male;Yes;51;No;Entertainment;1.0;Average;5.0;Train
460813;Female;Yes;86;No;Lawyer;1.0;High;2.0;Train
462698;Female;Yes;56;Yes;Entertainment;1.0;Average;2.0;Train
463344;Male;Yes;59;Yes;Artist;3.0;Average;2.0;Train
463633;Male;Yes;33;Yes;Doctor;0.0;Average;2.0;Train
466278;Female;No;31;No;;0.0;Low;2.0;Train
464964;Female;Yes;71;No;Artist;;High;2.0;Train
462317;Female;No;32;No;Entertainment;3.0;Low;6.0;Train
467353;Male;Yes;26;No;Artist;3.0;Low;2.0;Train
464169;Male;;89;No;Lawyer;1.0;High;2.0;Train
464553;Male;Yes;70;Yes;Artist;1.0;Low;2.0;Train
463518;Male;Yes;30;No;Executive;5.0;High;4.0;Train
459711;Male;Yes;37;No;Executive;9.0;High;6.0;Train
460788;Female;No;30;Yes;Doctor;0.0;Low;9.0;Train
459392;Female;No;23;No;Doctor;0.0;Low;3.0;Train
467887;Female;No;42;Yes;Artist;0.0;Low;2.0;Train
467743;Male;Yes;48;No;Executive;1.0;High;4.0;Train
460368;Male;No;28;Yes;Healthcare;0.0;Low;7.0;Train
463126;Female;Yes;65;Yes;Artist;3.0;Average;2.0;Train
467046;Female;No;28;No;Doctor;0.0;Low;5.0;Train
463099;Male;Yes;85;Yes;Lawyer;;Low;1.0;Train
462439;Male;No;18;No;Healthcare;1.0;Low;4.0;Train
464182;Male;Yes;35;Yes;Artist;4.0;Average;2.0;Train
464810;Female;No;27;No;Engineer;1.0;Low;1.0;Train
464234;Male;Yes;68;Yes;Entertainment;0.0;Low;3.0;Train
464683;Male;Yes;52;No;Engineer;0.0;Average;6.0;Train
463349;Male;No;20;No;Healthcare;5.0;Low;5.0;Train
465866;Male;Yes;35;Yes;Artist;7.0;Low;3.0;Train
465261;Female;No;21;Yes;Healthcare;0.0;Low;4.0;Train
459780;Female;No;42;No;Entertainment;1.0;Low;3.0;Train
462031;Female;Yes;50;Yes;Artist;0.0;Average;2.0;Train
464933;Male;No;25;No;;0.0;Low;1.0;Train
463941;Female;No;32;No;Artist;1.0;Low;6.0;Train
466842;Male;No;19;No;Healthcare;8.0;Low;5.0;Train
459014;Male;No;22;No;Healthcare;0.0;Low;4.0;Train
462420;Male;No;27;Yes;Healthcare;1.0;Low;3.0;Train
465250;Male;No;22;No;Healthcare;0.0;Low;4.0;Train
466513;Female;Yes;55;Yes;Artist;1.0;Average;3.0;Train
461791;Female;No;22;No;Lawyer;8.0;Low;1.0;Train
467160;Male;Yes;40;No;;0.0;Average;2.0;Train
464586;Female;No;46;Yes;Artist;1.0;Low;1.0;Train
461391;Male;Yes;65;Yes;Entertainment;3.0;Low;3.0;Train
466658;Female;No;18;No;Healthcare;0.0;Low;4.0;Train
459728;Female;Yes;53;Yes;Artist;2.0;Average;4.0;Train
464618;Male;;35;Yes;Artist;5.0;Low;1.0;Train
462219;Male;Yes;59;No;Executive;0.0;Low;5.0;Train
467553;Female;No;32;Yes;Healthcare;8.0;Low;3.0;Train
459655;Male;Yes;39;Yes;Artist;1.0;Average;3.0;Train
462182;Male;Yes;88;No;Artist;7.0;Low;1.0;Train
459119;Male;Yes;61;Yes;Executive;9.0;High;3.0;Train
460721;Male;No;21;No;Healthcare;1.0;Low;4.0;Train
459517;Male;No;31;Yes;Healthcare;1.0;Low;4.0;Train
461441;Male;Yes;58;Yes;Artist;1.0;Average;4.0;Train
465390;Female;No;27;Yes;Marketing;3.0;Low;3.0;Train
466160;Female;Yes;51;Yes;Engineer;1.0;Average;2.0;Train
463842;Female;Yes;48;Yes;Engineer;0.0;High;4.0;Train
465902;Male;No;25;Yes;Executive;3.0;Low;3.0;Train
467034;Male;Yes;89;No;Executive;0.0;High;2.0;Train
466247;Female;;51;Yes;Artist;0.0;Low;4.0;Train
465747;Female;No;40;Yes;Artist;6.0;Low;1.0;Train
464203;Male;No;56;Yes;Artist;2.0;Low;1.0;Train
462373;Male;Yes;36;Yes;Entertainment;9.0;High;3.0;Train
465364;Female;No;38;Yes;Doctor;5.0;Low;5.0;Train
464280;Male;Yes;47;Yes;Entertainment;1.0;Low;4.0;Train
460993;Male;Yes;61;Yes;Artist;1.0;Average;4.0;Train
464227;Male;Yes;89;Yes;Lawyer;0.0;High;2.0;Train
461141;Male;Yes;55;No;Homemaker;2.0;Low;1.0;Train
465297;Male;Yes;88;No;;;High;3.0;Train
467282;Female;Yes;43;Yes;Artist;4.0;Average;2.0;Train
459790;Male;No;28;No;Doctor;10.0;Low;3.0;Train
464670;Male;Yes;42;No;Entertainment;0.0;Average;4.0;Train
462093;Male;No;33;Yes;Artist;1.0;Low;;Train
459398;Female;Yes;60;No;Lawyer;;High;2.0;Train
461136;Male;No;59;Yes;Artist;1.0;Low;1.0;Train
461379;Male;No;31;Yes;Healthcare;0.0;Low;;Train
461956;Female;No;31;Yes;Artist;2.0;Low;;Train
460283;Male;Yes;43;Yes;Doctor;14.0;Low;2.0;Train
460337;Female;No;42;Yes;Marketing;10.0;Low;3.0;Train
463275;Male;Yes;29;No;Entertainment;7.0;Average;2.0;Train
461234;Female;No;53;Yes;Artist;3.0;Low;;Train
466861;Female;No;21;No;Healthcare;8.0;Low;7.0;Train
463177;Male;No;41;Yes;Entertainment;7.0;Low;2.0;Train
461874;Male;Yes;48;Yes;Doctor;0.0;Average;3.0;Train
462506;Male;No;31;No;Healthcare;1.0;Low;4.0;Train
466868;Male;No;26;Yes;Doctor;4.0;Low;3.0;Train
461253;Female;No;18;No;Healthcare;0.0;Low;5.0;Train
460466;Female;No;19;No;Healthcare;8.0;Low;;Train
461830;Male;Yes;42;Yes;Executive;1.0;High;3.0;Train
464748;Female;Yes;52;No;Engineer;9.0;Average;5.0;Train
461904;Female;Yes;50;Yes;Artist;4.0;Average;2.0;Train
466737;Male;No;33;No;Entertainment;1.0;Low;;Train
459153;Female;Yes;75;Yes;;0.0;High;2.0;Train
467562;Male;Yes;71;Yes;Executive;0.0;High;3.0;Train
465168;Female;Yes;59;No;Entertainment;8.0;Average;2.0;Train
459162;Female;Yes;85;Yes;Lawyer;0.0;High;2.0;Train
462831;Male;Yes;29;No;Executive;1.0;High;3.0;Train
465576;Male;Yes;43;No;Executive;4.0;Average;5.0;Train
464474;Female;No;52;Yes;Artist;1.0;Low;1.0;Train
460566;Male;Yes;36;Yes;Homemaker;;Average;2.0;Train
465169;Female;No;59;Yes;Doctor;0.0;Low;4.0;Train
460235;Female;No;23;No;Healthcare;1.0;Low;3.0;Train
462580;Female;No;39;Yes;Artist;0.0;Low;1.0;Train
467313;Male;Yes;39;Yes;Entertainment;1.0;Average;2.0;Train
460400;Female;Yes;46;Yes;Entertainment;5.0;Low;2.0;Train
463406;Male;No;33;No;Marketing;0.0;Low;4.0;Train
459135;Male;Yes;53;Yes;Executive;0.0;High;4.0;Train
465862;Female;;50;Yes;Artist;8.0;Average;1.0;Train
462972;Female;Yes;62;Yes;Artist;1.0;Low;1.0;Train
466284;Male;Yes;46;Yes;Artist;1.0;Average;5.0;Train
464410;Male;Yes;40;Yes;Artist;0.0;Average;2.0;Train
466005;Male;No;62;Yes;Entertainment;1.0;Low;4.0;Train
460821;Female;No;31;Yes;Healthcare;;Low;2.0;Train
459206;Female;No;25;No;Artist;1.0;Low;3.0;Train
467571;Male;No;23;No;Marketing;0.0;Low;;Train
461156;Male;No;22;No;Marketing;3.0;Low;6.0;Train
465515;Female;Yes;47;Yes;Artist;1.0;High;6.0;Train
460883;Male;Yes;68;Yes;Artist;0.0;High;2.0;Train
465380;Male;No;25;No;Entertainment;5.0;Low;2.0;Train
467435;Female;No;30;No;Artist;0.0;Low;;Train
461218;Male;Yes;27;No;Executive;0.0;Low;6.0;Train
467186;Male;Yes;38;Yes;Entertainment;2.0;Average;3.0;Train
459827;Female;No;33;No;;;Low;1.0;Train
461859;Female;Yes;46;No;Artist;5.0;Low;5.0;Train
467821;Female;Yes;37;Yes;Artist;1.0;Low;2.0;Train
462525;Female;Yes;41;Yes;Artist;0.0;Average;2.0;Train
462787;Female;No;29;No;Artist;1.0;Low;1.0;Train
459055;Female;No;19;No;Entertainment;1.0;Low;5.0;Train
462605;Male;Yes;82;No;Executive;1.0;High;2.0;Train
461252;Female;Yes;48;Yes;Doctor;1.0;Low;1.0;Train
464340;Male;Yes;67;Yes;Artist;1.0;High;2.0;Train
461872;Female;Yes;77;Yes;Lawyer;0.0;High;2.0;Train
459746;Male;;56;Yes;Artist;1.0;Average;2.0;Train
466274;Male;Yes;69;Yes;Executive;0.0;Low;;Train
467499;Male;Yes;40;Yes;Artist;;Low;3.0;Train
467423;Male;Yes;61;Yes;Artist;0.0;Low;1.0;Train
463865;Male;Yes;46;Yes;Artist;0.0;Average;5.0;Train
467504;Female;;31;No;Doctor;1.0;Low;4.0;Train
458984;Male;Yes;39;Yes;Artist;0.0;Average;3.0;Train
459142;Female;Yes;89;Yes;Artist;0.0;High;3.0;Train
462993;Male;Yes;30;No;Artist;;Average;3.0;Train
467947;Female;;59;Yes;Artist;1.0;Average;4.0;Train
466389;Female;Yes;47;Yes;Engineer;0.0;Average;2.0;Train
460632;Female;No;22;No;Healthcare;0.0;Low;3.0;Train
465626;Female;No;42;Yes;Artist;7.0;Low;3.0;Train
461768;Male;Yes;69;Yes;Artist;0.0;High;2.0;Train
462242;Female;No;30;Yes;Entertainment;0.0;Low;5.0;Train
466949;Male;Yes;39;No;Executive;12.0;High;7.0;Train
465479;Male;No;27;No;Artist;1.0;Low;1.0;Train
464845;Male;Yes;30;No;Engineer;1.0;Average;3.0;Train
465066;Male;Yes;47;Yes;Executive;7.0;High;4.0;Train
466817;Female;Yes;81;No;Lawyer;0.0;High;2.0;Train
466436;Male;Yes;42;No;Doctor;0.0;Average;3.0;Train
467974;Female;No;43;Yes;Artist;1.0;Low;1.0;Train
460341;Female;No;31;No;Entertainment;11.0;Low;5.0;Train
467463;Female;Yes;39;Yes;Artist;8.0;Average;3.0;Train
466235;Female;Yes;57;Yes;Artist;0.0;Average;4.0;Train
459371;Male;Yes;35;Yes;;;Low;2.0;Train
460233;Male;No;43;Yes;Doctor;0.0;Low;;Train
466094;Female;No;31;No;Healthcare;0.0;Low;3.0;Train
461451;Female;No;28;Yes;Engineer;1.0;Low;6.0;Train
460473;Male;Yes;58;Yes;Artist;0.0;Average;2.0;Train
461786;Male;Yes;71;Yes;Lawyer;0.0;High;2.0;Train
466745;Female;Yes;36;Yes;Homemaker;0.0;Average;2.0;Train
460124;Female;No;43;Yes;Artist;1.0;Low;3.0;Train
459910;Male;Yes;69;Yes;Artist;1.0;Low;2.0;Train
464082;Male;Yes;77;Yes;Lawyer;0.0;Low;1.0;Train
461487;Male;Yes;50;Yes;Artist;1.0;Average;4.0;Train
465188;Female;Yes;50;Yes;Artist;1.0;Average;4.0;Train
467255;Female;No;40;Yes;Healthcare;6.0;Low;2.0;Train
466993;Female;Yes;43;Yes;Engineer;9.0;Average;2.0;Train
467151;Male;No;37;No;Entertainment;;Low;1.0;Train
467480;Male;Yes;35;Yes;Artist;;Average;;Train
464403;Female;Yes;65;Yes;Lawyer;0.0;High;3.0;Train
461518;Female;Yes;46;Yes;Artist;0.0;Average;4.0;Train
464848;Male;Yes;35;No;Entertainment;1.0;Average;4.0;Train
460715;Female;Yes;86;No;Lawyer;0.0;High;2.0;Train
466963;Male;No;63;No;Entertainment;7.0;Low;1.0;Train
466508;Female;Yes;40;Yes;Artist;9.0;Average;5.0;Train
460125;Female;Yes;55;Yes;Artist;10.0;Low;1.0;Train
462325;Male;No;37;Yes;Healthcare;1.0;Low;4.0;Train
461537;Male;No;31;Yes;Artist;0.0;Low;1.0;Train
461679;Male;No;28;Yes;Healthcare;4.0;Low;4.0;Train
463559;Female;Yes;48;Yes;Engineer;1.0;High;3.0;Train
464330;Male;No;38;Yes;Artist;;Low;2.0;Train
467018;Male;Yes;57;Yes;Artist;1.0;Average;5.0;Train
463160;Female;No;48;No;Entertainment;;Low;1.0;Train
467736;Female;Yes;79;Yes;Lawyer;4.0;High;;Train
466104;Male;Yes;81;Yes;Lawyer;1.0;Low;1.0;Train
467825;Female;No;21;No;Marketing;1.0;Low;8.0;Train
466599;Female;No;33;Yes;Healthcare;1.0;Low;2.0;Train
466724;Male;No;38;Yes;Artist;0.0;Low;2.0;Train
463062;Female;Yes;37;Yes;Artist;;Average;3.0;Train
467881;Female;No;33;Yes;Artist;10.0;Low;1.0;Train
462578;Male;Yes;38;Yes;Artist;8.0;Average;2.0;Train
459177;Female;Yes;39;Yes;Artist;1.0;Average;4.0;Train
459232;Female;Yes;59;Yes;Artist;0.0;High;2.0;Train
459302;Female;Yes;57;Yes;Artist;;Average;4.0;Train
467019;Male;Yes;80;Yes;Lawyer;1.0;Low;1.0;Train
462122;Male;Yes;42;No;Entertainment;6.0;Low;3.0;Train
459776;Male;Yes;75;Yes;Lawyer;2.0;Low;1.0;Train
466074;Female;No;29;No;Engineer;9.0;Low;2.0;Train
461528;Female;No;33;Yes;Engineer;1.0;Low;2.0;Train
464375;Female;Yes;63;Yes;Artist;1.0;Low;2.0;Train
460138;Male;No;33;Yes;Entertainment;9.0;Low;6.0;Train
460232;Male;No;22;No;Healthcare;8.0;Low;4.0;Train
464444;Male;Yes;36;Yes;Artist;8.0;Average;2.0;Train
467783;Female;Yes;53;Yes;Artist;0.0;Average;3.0;Train
460497;Male;Yes;35;Yes;Entertainment;6.0;Low;5.0;Train
465124;Female;Yes;29;Yes;Healthcare;6.0;Average;2.0;Train
464602;Female;Yes;31;Yes;Healthcare;0.0;Low;1.0;Train
465581;Male;Yes;38;Yes;Artist;0.0;Low;4.0;Train
462750;Male;No;22;No;Healthcare;9.0;Low;8.0;Train
461258;Female;Yes;57;Yes;Artist;1.0;Average;3.0;Train
464958;Female;Yes;42;No;Engineer;1.0;Average;6.0;Train
462537;Male;No;78;Yes;Entertainment;;Low;1.0;Train
462268;Female;Yes;77;Yes;Lawyer;6.0;High;2.0;Train
460920;Male;Yes;79;Yes;Lawyer;1.0;High;2.0;Train
463816;Male;Yes;53;Yes;Healthcare;3.0;High;4.0;Train
461712;Female;Yes;42;Yes;Artist;1.0;Low;2.0;Train
461846;Female;No;72;Yes;Artist;1.0;Low;2.0;Train
464315;Male;Yes;71;No;Executive;1.0;Average;2.0;Train
467607;Female;No;25;No;Engineer;9.0;Low;1.0;Train
459259;Male;Yes;74;Yes;Lawyer;;High;2.0;Train
465224;Male;Yes;61;Yes;Executive;0.0;Low;3.0;Train
463181;Male;Yes;48;Yes;Doctor;5.0;Average;3.0;Train
467932;Female;No;28;No;Healthcare;0.0;Low;4.0;Train
466876;Female;Yes;43;Yes;Entertainment;0.0;Average;2.0;Train
463401;Female;No;18;No;Healthcare;;Low;3.0;Train
464071;Male;Yes;82;Yes;Lawyer;0.0;High;2.0;Train
464202;Male;Yes;40;Yes;Artist;14.0;Low;1.0;Train
467163;Male;No;32;No;Healthcare;9.0;Low;3.0;Train
463453;Male;No;27;Yes;Healthcare;;Low;4.0;Train
466795;Male;;55;Yes;Entertainment;;Average;5.0;Train
461932;Female;No;21;No;Healthcare;3.0;Low;2.0;Train
467280;Female;No;28;No;Entertainment;10.0;Low;2.0;Train
463658;Male;Yes;43;Yes;Artist;3.0;Average;3.0;Train
460579;Female;Yes;38;No;Engineer;0.0;Average;5.0;Train
462310;Male;Yes;63;Yes;Artist;5.0;Average;4.0;Train
460321;Male;Yes;25;Yes;Artist;3.0;Average;2.0;Train
464537;Male;Yes;41;Yes;Artist;8.0;Average;3.0;Train
463335;Male;No;27;Yes;Doctor;;Low;1.0;Train
467346;Male;Yes;37;Yes;Artist;1.0;Average;3.0;Train
466126;Female;Yes;57;No;Engineer;0.0;Low;1.0;Train
464058;Male;Yes;86;Yes;Healthcare;0.0;Low;1.0;Train
462232;Male;Yes;56;No;Executive;1.0;High;8.0;Train
463034;Female;No;27;Yes;Homemaker;9.0;Low;1.0;Train
459543;Male;Yes;70;No;Executive;1.0;High;2.0;Train
459635;Female;No;22;No;Healthcare;8.0;Low;4.0;Train
464097;Male;Yes;35;Yes;Doctor;5.0;High;2.0;Train
466930;Male;No;31;No;Healthcare;2.0;Low;2.0;Train
463866;Male;Yes;40;Yes;Artist;1.0;Average;4.0;Train
465387;Female;Yes;43;Yes;Artist;0.0;Low;2.0;Train
463246;Female;Yes;38;No;Engineer;9.0;Low;2.0;Train
459719;Male;Yes;84;Yes;Lawyer;;Low;;Train
462241;Female;No;28;No;Entertainment;1.0;Low;4.0;Train
462198;Female;No;39;No;Engineer;2.0;Low;;Train
463283;Female;No;48;Yes;Artist;1.0;Low;1.0;Train
466983;Female;Yes;41;Yes;Artist;8.0;Average;2.0;Train
462812;Female;No;29;No;Healthcare;0.0;Low;3.0;Train
462496;Male;Yes;45;No;Artist;1.0;Average;3.0;Train
461782;Female;Yes;45;Yes;Artist;;High;5.0;Train
460405;Female;No;41;Yes;Entertainment;5.0;Low;2.0;Train
460757;Female;Yes;28;No;Homemaker;9.0;High;3.0;Train
467396;Male;No;20;;Healthcare;0.0;Low;3.0;Train
466546;Female;Yes;69;Yes;Lawyer;1.0;High;2.0;Train
459138;Male;Yes;53;Yes;Artist;1.0;Average;3.0;Train
464830;Male;;47;;Executive;1.0;Average;5.0;Train
459194;Female;Yes;81;Yes;Lawyer;1.0;High;2.0;Train
465043;Male;Yes;48;Yes;Doctor;9.0;Average;5.0;Train
461435;Female;Yes;45;Yes;Artist;8.0;Average;2.0;Train
462512;Female;Yes;28;No;Entertainment;;Average;2.0;Train
467677;Male;Yes;57;No;Entertainment;0.0;High;3.0;Train
464216;Male;Yes;51;Yes;Artist;;High;3.0;Train
463279;Male;No;27;No;Entertainment;0.0;Low;3.0;Train
460395;Female;No;27;Yes;Entertainment;8.0;Low;3.0;Train
462308;Male;Yes;30;Yes;Healthcare;1.0;High;2.0;Train
461309;Female;No;21;No;Healthcare;1.0;Low;4.0;Train
459310;Male;No;38;Yes;Entertainment;1.0;Low;2.0;Train
459786;Male;Yes;57;No;Marketing;1.0;High;3.0;Train
467215;Female;Yes;78;Yes;Lawyer;1.0;High;2.0;Train
460613;Female;Yes;46;Yes;Homemaker;8.0;Average;3.0;Train
461682;Male;Yes;75;No;Executive;1.0;High;2.0;Train
466979;Female;Yes;39;Yes;Homemaker;;Low;1.0;Train
467077;Male;;61;Yes;Artist;1.0;Average;5.0;Train
465605;Female;Yes;52;Yes;Engineer;4.0;Low;1.0;Train
463896;Female;No;25;No;Homemaker;0.0;Low;3.0;Train
463481;Female;Yes;37;Yes;Artist;;Average;3.0;Train
463323;Male;Yes;31;Yes;Healthcare;2.0;Low;2.0;Train
464033;Female;No;18;No;Healthcare;1.0;Low;4.0;Train
467637;Male;No;36;Yes;Engineer;;Low;2.0;Train
465456;Female;Yes;59;Yes;Artist;3.0;High;5.0;Train
467831;Male;Yes;39;Yes;Artist;0.0;Average;2.0;Train
466041;Female;Yes;52;;Engineer;1.0;Low;1.0;Train
464285;Female;No;25;Yes;Artist;9.0;Low;1.0;Train
465697;Female;Yes;47;No;Artist;7.0;Low;1.0;Train
465199;Male;Yes;32;Yes;Entertainment;1.0;Low;2.0;Train
466057;Female;Yes;38;No;Doctor;1.0;Average;2.0;Train
467327;Male;Yes;52;Yes;Artist;3.0;Average;4.0;Train
460495;Male;No;21;No;Healthcare;0.0;Low;6.0;Train
466180;Male;Yes;70;No;Lawyer;0.0;Low;1.0;Train
467954;Male;No;31;No;Healthcare;8.0;Low;4.0;Train
467915;Female;No;23;No;Doctor;0.0;Low;4.0;Train
464786;Male;No;33;No;Marketing;1.0;Low;3.0;Train
462811;Male;Yes;37;Yes;Marketing;;High;2.0;Train
459220;Female;Yes;77;Yes;Lawyer;1.0;High;2.0;Train
461196;Female;Yes;42;Yes;Engineer;8.0;Low;2.0;Train
465069;Male;Yes;73;Yes;Healthcare;1.0;Average;3.0;Train
464959;Female;Yes;40;Yes;Engineer;1.0;Average;6.0;Train
460537;Female;No;33;Yes;Artist;0.0;Low;3.0;Train
461019;Male;No;18;No;Healthcare;0.0;Low;3.0;Train
467240;Female;;22;No;Doctor;6.0;High;3.0;Train
460116;Female;Yes;43;Yes;;1.0;Low;2.0;Train
466319;Female;;29;No;Healthcare;1.0;Low;4.0;Train
465801;Male;;37;Yes;Doctor;8.0;Low;6.0;Train
461686;Male;Yes;59;Yes;Artist;1.0;Low;2.0;Train
459263;Female;No;32;No;Healthcare;8.0;Low;4.0;Train
460487;Female;No;42;No;Homemaker;;Low;1.0;Train
462947;Female;Yes;46;Yes;Artist;1.0;Low;1.0;Train
463875;Male;Yes;53;Yes;Entertainment;1.0;Low;3.0;Train
459704;Male;Yes;41;Yes;Artist;1.0;Average;3.0;Train
467741;Male;No;21;No;Healthcare;1.0;Low;3.0;Train
464978;Male;Yes;62;No;Executive;0.0;High;2.0;Train
465402;Male;No;31;No;Healthcare;;Low;;Train
